period,fiscal_year,fiscal_quarter,fiscal_period,segment,metric_name,metric_value,unit,metric_kind,description
2025-03,2026,Q1,Q1 FY2026,Company,opex_usd,17400000.0,USD,flow,Operating expenses
2025-03,2026,Q1,Q1 FY2026,Company,ending_customers,548.0,count,stock,Ending customer count
2025-03,2026,Q1,Q1 FY2026,Company,pipeline_usd,340000000.0,USD,stock,Qualified pipeline at period end
2025-03,2026,Q1,Q1 FY2026,Company,win_rate_pct,28.0,percent,rate,Competitive win rate
2025-03,2026,Q1,Q1 FY2026,Company,cac_usd,40000.0,USD,rate,Customer acquisition cost
2025-03,2026,Q1,Q1 FY2026,Company,support_tickets,615.0,count,flow,Opened support tickets
2025-03,2026,Q1,Q1 FY2026,Company,headcount,810.0,count,stock,Ending employee headcount
2025-04,2026,Q1,Q1 FY2026,Company,revenue_usd,49560000.0,USD,flow,Recognized product and subscription revenue
2025-04,2026,Q1,Q1 FY2026,Company,arr_usd,462000000.0,USD,stock,Ending annual recurring revenue
2025-04,2026,Q1,Q1 FY2026,Enterprise,revenue_usd,25771200.0,USD,flow,Recognized product and subscription revenue
2025-04,2026,Q1,Q1 FY2026,Enterprise,arr_usd,240240000.0,USD,stock,Ending annual recurring revenue
2025-04,2026,Q1,Q1 FY2026,Mid-Market,revenue_usd,12390000.0,USD,flow,Recognized product and subscription revenue
2025-04,2026,Q1,Q1 FY2026,Mid-Market,arr_usd,115500000.0,USD,stock,Ending annual recurring revenue
2025-04,2026,Q1,Q1 FY2026,Cloud,revenue_usd,11398800.0,USD,flow,Recognized product and subscription revenue
2025-04,2026,Q1,Q1 FY2026,Cloud,arr_usd,106260000.0,USD,stock,Ending annual recurring revenue
2025-04,2026,Q1,Q1 FY2026,Company,new_logo_acv_usd,15120000.0,USD,flow,Annual contract value from new customers
2025-04,2026,Q1,Q1 FY2026,Company,expansion_acv_usd,7560000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2025-04,2026,Q1,Q1 FY2026,Company,churned_arr_usd,4116000.0,USD,flow,ARR lost to logo churn and downsell
2025-04,2026,Q1,Q1 FY2026,Company,nrr_pct,111.0,percent,rate,Net revenue retention
2025-04,2026,Q1,Q1 FY2026,Company,gross_margin_pct,71.4,percent,rate,Gross margin
2025-04,2026,Q1,Q1 FY2026,Company,opex_usd,24360000.0,USD,flow,Operating expenses
2025-04,2026,Q1,Q1 FY2026,Company,ending_customers,548.0,count,stock,Ending customer count
2025-04,2026,Q1,Q1 FY2026,Company,pipeline_usd,340000000.0,USD,stock,Qualified pipeline at period end
2025-04,2026,Q1,Q1 FY2026,Company,win_rate_pct,28.0,percent,rate,Competitive win rate
2025-04,2026,Q1,Q1 FY2026,Company,cac_usd,40000.0,USD,rate,Customer acquisition cost
2025-04,2026,Q1,Q1 FY2026,Company,support_tickets,861.0,count,flow,Opened support tickets
2025-04,2026,Q1,Q1 FY2026,Company,headcount,810.0,count,stock,Ending employee headcount
2025-05,2026,Q2,Q2 FY2026,Company,revenue_usd,31360000.0,USD,flow,Recognized product and subscription revenue
2025-05,2026,Q2,Q2 FY2026,Company,arr_usd,455000000.0,USD,stock,Ending annual recurring revenue
2025-05,2026,Q2,Q2 FY2026,Enterprise,revenue_usd,15993600.0,USD,flow,Recognized product and subscription revenue
2025-05,2026,Q2,Q2 FY2026,Enterprise,arr_usd,232050000.0,USD,stock,Ending annual recurring revenue
2025-05,2026,Q2,Q2 FY2026,Mid-Market,revenue_usd,7840000.0,USD,flow,Recognized product and subscription revenue
2025-05,2026,Q2,Q2 FY2026,Mid-Market,arr_usd,113750000.0,USD,stock,Ending annual recurring revenue
2025-05,2026,Q2,Q2 FY2026,Cloud,revenue_usd,7526400.0,USD,flow,Recognized product and subscription revenue
2025-05,2026,Q2,Q2 FY2026,Cloud,arr_usd,109200000.0,USD,stock,Ending annual recurring revenue
2025-05,2026,Q2,Q2 FY2026,Company,new_logo_acv_usd,6720000.0,USD,flow,Annual contract value from new customers
2025-05,2026,Q2,Q2 FY2026,Company,expansion_acv_usd,3500000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2025-05,2026,Q2,Q2 FY2026,Company,churned_arr_usd,2296000.0,USD,flow,ARR lost to logo churn and downsell
2025-05,2026,Q2,Q2 FY2026,Company,nrr_pct,109.0,percent,rate,Net revenue retention
2025-05,2026,Q2,Q2 FY2026,Company,gross_margin_pct,70.8,percent,rate,Gross margin
2025-05,2026,Q2,Q2 FY2026,Company,opex_usd,17080000.0,USD,flow,Operating expenses
2025-05,2026,Q2,Q2 FY2026,Company,ending_customers,541.0,count,stock,Ending customer count
2025-05,2026,Q2,Q2 FY2026,Company,pipeline_usd,275000000.0,USD,stock,Qualified pipeline at period end
2025-05,2026,Q2,Q2 FY2026,Company,win_rate_pct,24.0,percent,rate,Competitive win rate
2025-05,2026,Q2,Q2 FY2026,Company,cac_usd,46000.0,USD,rate,Customer acquisition cost
2025-05,2026,Q2,Q2 FY2026,Company,support_tickets,610.4,count,flow,Opened support tickets
2025-05,2026,Q2,Q2 FY2026,Company,headcount,835.0,count,stock,Ending employee headcount
2025-06,2026,Q2,Q2 FY2026,Company,revenue_usd,33600000.0,USD,flow,Recognized product and subscription revenue
2025-06,2026,Q2,Q2 FY2026,Company,arr_usd,455000000.0,USD,stock,Ending annual recurring revenue
2025-06,2026,Q2,Q2 FY2026,Enterprise,revenue_usd,17136000.0,USD,flow,Recognized product and subscription revenue
2025-06,2026,Q2,Q2 FY2026,Enterprise,arr_usd,232050000.0,USD,stock,Ending annual recurring revenue
2025-06,2026,Q2,Q2 FY2026,Mid-Market,revenue_usd,8400000.0,USD,flow,Recognized product and subscription revenue
2025-06,2026,Q2,Q2 FY2026,Mid-Market,arr_usd,113750000.0,USD,stock,Ending annual recurring revenue
2025-06,2026,Q2,Q2 FY2026,Cloud,revenue_usd,8064000.0,USD,flow,Recognized product and subscription revenue
2025-06,2026,Q2,Q2 FY2026,Cloud,arr_usd,109200000.0,USD,stock,Ending annual recurring revenue
2025-06,2026,Q2,Q2 FY2026,Company,new_logo_acv_usd,7200000.0,USD,flow,Annual contract value from new customers
2025-06,2026,Q2,Q2 FY2026,Company,expansion_acv_usd,3750000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2025-06,2026,Q2,Q2 FY2026,Company,churned_arr_usd,2460000.0,USD,flow,ARR lost to logo churn and downsell
2025-06,2026,Q2,Q2 FY2026,Company,nrr_pct,109.0,percent,rate,Net revenue retention
2025-06,2026,Q2,Q2 FY2026,Company,gross_margin_pct,70.8,percent,rate,Gross margin
2025-06,2026,Q2,Q2 FY2026,Company,opex_usd,18300000.0,USD,flow,Operating expenses
2025-06,2026,Q2,Q2 FY2026,Company,ending_customers,541.0,count,stock,Ending customer count
2025-06,2026,Q2,Q2 FY2026,Company,pipeline_usd,275000000.0,USD,stock,Qualified pipeline at period end
2025-06,2026,Q2,Q2 FY2026,Company,win_rate_pct,24.0,percent,rate,Competitive win rate
2025-06,2026,Q2,Q2 FY2026,Company,cac_usd,46000.0,USD,rate,Customer acquisition cost
2025-06,2026,Q2,Q2 FY2026,Company,support_tickets,654.0,count,flow,Opened support tickets
2025-06,2026,Q2,Q2 FY2026,Company,headcount,835.0,count,stock,Ending employee headcount
2025-07,2026,Q2,Q2 FY2026,Company,revenue_usd,47040000.0,USD,flow,Recognized product and subscription revenue
2025-07,2026,Q2,Q2 FY2026,Company,arr_usd,455000000.0,USD,stock,Ending annual recurring revenue
2025-07,2026,Q2,Q2 FY2026,Enterprise,revenue_usd,23990400.0,USD,flow,Recognized product and subscription revenue
2025-07,2026,Q2,Q2 FY2026,Enterprise,arr_usd,232050000.0,USD,stock,Ending annual recurring revenue
2025-07,2026,Q2,Q2 FY2026,Mid-Market,revenue_usd,11760000.0,USD,flow,Recognized product and subscription revenue
2025-07,2026,Q2,Q2 FY2026,Mid-Market,arr_usd,113750000.0,USD,stock,Ending annual recurring revenue
2025-07,2026,Q2,Q2 FY2026,Cloud,revenue_usd,11289600.0,USD,flow,Recognized product and subscription revenue
2025-07,2026,Q2,Q2 FY2026,Cloud,arr_usd,109200000.0,USD,stock,Ending annual recurring revenue
2025-07,2026,Q2,Q2 FY2026,Company,new_logo_acv_usd,10080000.0,USD,flow,Annual contract value from new customers
2025-07,2026,Q2,Q2 FY2026,Company,expansion_acv_usd,5250000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2025-07,2026,Q2,Q2 FY2026,Company,churned_arr_usd,3444000.0,USD,flow,ARR lost to logo churn and downsell
2025-07,2026,Q2,Q2 FY2026,Company,nrr_pct,109.0,percent,rate,Net revenue retention
2025-07,2026,Q2,Q2 FY2026,Company,gross_margin_pct,70.8,percent,rate,Gross margin
2025-07,2026,Q2,Q2 FY2026,Company,opex_usd,25620000.0,USD,flow,Operating expenses
2025-07,2026,Q2,Q2 FY2026,Company,ending_customers,541.0,count,stock,Ending customer count
2025-07,2026,Q2,Q2 FY2026,Company,pipeline_usd,275000000.0,USD,stock,Qualified pipeline at period end
2025-07,2026,Q2,Q2 FY2026,Company,win_rate_pct,24.0,percent,rate,Competitive win rate
2025-07,2026,Q2,Q2 FY2026,Company,cac_usd,46000.0,USD,rate,Customer acquisition cost
2025-07,2026,Q2,Q2 FY2026,Company,support_tickets,915.6,count,flow,Opened support tickets
2025-07,2026,Q2,Q2 FY2026,Company,headcount,835.0,count,stock,Ending employee headcount
2025-08,2026,Q3,Q3 FY2026,Company,revenue_usd,30240000.0,USD,flow,Recognized product and subscription revenue
2025-08,2026,Q3,Q3 FY2026,Company,arr_usd,448000000.0,USD,stock,Ending annual recurring revenue
2025-08,2026,Q3,Q3 FY2026,Enterprise,revenue_usd,15120000.0,USD,flow,Recognized product and subscription revenue
2025-08,2026,Q3,Q3 FY2026,Enterprise,arr_usd,224000000.0,USD,stock,Ending annual recurring revenue
2025-08,2026,Q3,Q3 FY2026,Mid-Market,revenue_usd,7560000.0,USD,flow,Recognized product and subscription revenue
2025-08,2026,Q3,Q3 FY2026,Mid-Market,arr_usd,112000000.0,USD,stock,Ending annual recurring revenue
2025-08,2026,Q3,Q3 FY2026,Cloud,revenue_usd,7560000.0,USD,flow,Recognized product and subscription revenue
2025-08,2026,Q3,Q3 FY2026,Cloud,arr_usd,112000000.0,USD,stock,Ending annual recurring revenue
2025-08,2026,Q3,Q3 FY2026,Company,new_logo_acv_usd,5880000.0,USD,flow,Annual contract value from new customers
2025-08,2026,Q3,Q3 FY2026,Company,expansion_acv_usd,3080000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2025-08,2026,Q3,Q3 FY2026,Company,churned_arr_usd,2072000.0,USD,flow,ARR lost to logo churn and downsell
2025-08,2026,Q3,Q3 FY2026,Company,nrr_pct,107.0,percent,rate,Net revenue retention
2025-08,2026,Q3,Q3 FY2026,Company,gross_margin_pct,66.1,percent,rate,Gross margin
2025-08,2026,Q3,Q3 FY2026,Company,opex_usd,16660000.0,USD,flow,Operating expenses
2025-08,2026,Q3,Q3 FY2026,Company,ending_customers,536.0,count,stock,Ending customer count
2025-08,2026,Q3,Q3 FY2026,Company,pipeline_usd,260000000.0,USD,stock,Qualified pipeline at period end
2025-08,2026,Q3,Q3 FY2026,Company,win_rate_pct,23.0,percent,rate,Competitive win rate
2025-08,2026,Q3,Q3 FY2026,Company,cac_usd,47500.0,USD,rate,Customer acquisition cost
2025-08,2026,Q3,Q3 FY2026,Company,support_tickets,739.2,count,flow,Opened support tickets
2025-08,2026,Q3,Q3 FY2026,Company,headcount,848.0,count,stock,Ending employee headcount
2025-09,2026,Q3,Q3 FY2026,Company,revenue_usd,32400000.0,USD,flow,Recognized product and subscription revenue
2025-09,2026,Q3,Q3 FY2026,Company,arr_usd,448000000.0,USD,stock,Ending annual recurring revenue
2025-09,2026,Q3,Q3 FY2026,Enterprise,revenue_usd,16200000.0,USD,flow,Recognized product and subscription revenue
2025-09,2026,Q3,Q3 FY2026,Enterprise,arr_usd,224000000.0,USD,stock,Ending annual recurring revenue
2025-09,2026,Q3,Q3 FY2026,Mid-Market,revenue_usd,8100000.0,USD,flow,Recognized product and subscription revenue
2025-09,2026,Q3,Q3 FY2026,Mid-Market,arr_usd,112000000.0,USD,stock,Ending annual recurring revenue
2025-09,2026,Q3,Q3 FY2026,Cloud,revenue_usd,8100000.0,USD,flow,Recognized product and subscription revenue
2025-09,2026,Q3,Q3 FY2026,Cloud,arr_usd,112000000.0,USD,stock,Ending annual recurring revenue
2025-09,2026,Q3,Q3 FY2026,Company,new_logo_acv_usd,6300000.0,USD,flow,Annual contract value from new customers
2025-09,2026,Q3,Q3 FY2026,Company,expansion_acv_usd,3300000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2025-09,2026,Q3,Q3 FY2026,Company,churned_arr_usd,2220000.0,USD,flow,ARR lost to logo churn and downsell
2025-09,2026,Q3,Q3 FY2026,Company,nrr_pct,107.0,percent,rate,Net revenue retention
2025-09,2026,Q3,Q3 FY2026,Company,gross_margin_pct,66.1,percent,rate,Gross margin
2025-09,2026,Q3,Q3 FY2026,Company,opex_usd,17850000.0,USD,flow,Operating expenses
2025-09,2026,Q3,Q3 FY2026,Company,ending_customers,536.0,count,stock,Ending customer count
2025-09,2026,Q3,Q3 FY2026,Company,pipeline_usd,260000000.0,USD,stock,Qualified pipeline at period end
2025-09,2026,Q3,Q3 FY2026,Company,win_rate_pct,23.0,percent,rate,Competitive win rate
2025-09,2026,Q3,Q3 FY2026,Company,cac_usd,47500.0,USD,rate,Customer acquisition cost
2025-09,2026,Q3,Q3 FY2026,Company,support_tickets,792.0,count,flow,Opened support tickets
2025-09,2026,Q3,Q3 FY2026,Company,headcount,848.0,count,stock,Ending employee headcount
2025-10,2026,Q3,Q3 FY2026,Company,revenue_usd,45360000.0,USD,flow,Recognized product and subscription revenue
2025-10,2026,Q3,Q3 FY2026,Company,arr_usd,448000000.0,USD,stock,Ending annual recurring revenue
2025-10,2026,Q3,Q3 FY2026,Enterprise,revenue_usd,22680000.0,USD,flow,Recognized product and subscription revenue
2025-10,2026,Q3,Q3 FY2026,Enterprise,arr_usd,224000000.0,USD,stock,Ending annual recurring revenue
2025-10,2026,Q3,Q3 FY2026,Mid-Market,revenue_usd,11340000.0,USD,flow,Recognized product and subscription revenue
2025-10,2026,Q3,Q3 FY2026,Mid-Market,arr_usd,112000000.0,USD,stock,Ending annual recurring revenue
2025-10,2026,Q3,Q3 FY2026,Cloud,revenue_usd,11340000.0,USD,flow,Recognized product and subscription revenue
2025-10,2026,Q3,Q3 FY2026,Cloud,arr_usd,112000000.0,USD,stock,Ending annual recurring revenue
2025-10,2026,Q3,Q3 FY2026,Company,new_logo_acv_usd,8820000.0,USD,flow,Annual contract value from new customers
2025-10,2026,Q3,Q3 FY2026,Company,expansion_acv_usd,4620000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2025-10,2026,Q3,Q3 FY2026,Company,churned_arr_usd,3108000.0,USD,flow,ARR lost to logo churn and downsell
2025-10,2026,Q3,Q3 FY2026,Company,nrr_pct,107.0,percent,rate,Net revenue retention
2025-10,2026,Q3,Q3 FY2026,Company,gross_margin_pct,66.1,percent,rate,Gross margin
2025-10,2026,Q3,Q3 FY2026,Company,opex_usd,24990000.0,USD,flow,Operating expenses
2025-10,2026,Q3,Q3 FY2026,Company,ending_customers,536.0,count,stock,Ending customer count
2025-10,2026,Q3,Q3 FY2026,Company,pipeline_usd,260000000.0,USD,stock,Qualified pipeline at period end
2025-10,2026,Q3,Q3 FY2026,Company,win_rate_pct,23.0,percent,rate,Competitive win rate
2025-10,2026,Q3,Q3 FY2026,Company,cac_usd,47500.0,USD,rate,Customer acquisition cost
2025-10,2026,Q3,Q3 FY2026,Company,support_tickets,1108.8,count,flow,Opened support tickets
2025-10,2026,Q3,Q3 FY2026,Company,headcount,848.0,count,stock,Ending employee headcount
2025-11,2026,Q4,Q4 FY2026,Company,revenue_usd,38080000.0,USD,flow,Recognized product and subscription revenue
2025-11,2026,Q4,Q4 FY2026,Company,arr_usd,512000000.0,USD,stock,Ending annual recurring revenue
2025-11,2026,Q4,Q4 FY2026,Enterprise,revenue_usd,20182400.0,USD,flow,Recognized product and subscription revenue
2025-11,2026,Q4,Q4 FY2026,Enterprise,arr_usd,271360000.0,USD,stock,Ending annual recurring revenue
2025-11,2026,Q4,Q4 FY2026,Mid-Market,revenue_usd,8758400.0,USD,flow,Recognized product and subscription revenue
2025-11,2026,Q4,Q4 FY2026,Mid-Market,arr_usd,117760000.0,USD,stock,Ending annual recurring revenue
2025-11,2026,Q4,Q4 FY2026,Cloud,revenue_usd,9139200.0,USD,flow,Recognized product and subscription revenue
2025-11,2026,Q4,Q4 FY2026,Cloud,arr_usd,122880000.0,USD,stock,Ending annual recurring revenue
2025-11,2026,Q4,Q4 FY2026,Company,new_logo_acv_usd,13440000.0,USD,flow,Annual contract value from new customers
2025-11,2026,Q4,Q4 FY2026,Company,expansion_acv_usd,6160000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2025-11,2026,Q4,Q4 FY2026,Company,churned_arr_usd,1540000.0,USD,flow,ARR lost to logo churn and downsell
2025-11,2026,Q4,Q4 FY2026,Company,nrr_pct,119.0,percent,rate,Net revenue retention
2025-11,2026,Q4,Q4 FY2026,Company,gross_margin_pct,72.2,percent,rate,Gross margin
2025-11,2026,Q4,Q4 FY2026,Company,opex_usd,17920000.0,USD,flow,Operating expenses
2025-11,2026,Q4,Q4 FY2026,Company,ending_customers,587.0,count,stock,Ending customer count
2025-11,2026,Q4,Q4 FY2026,Company,pipeline_usd,390000000.0,USD,stock,Qualified pipeline at period end
2025-11,2026,Q4,Q4 FY2026,Company,win_rate_pct,32.5,percent,rate,Competitive win rate
2025-11,2026,Q4,Q4 FY2026,Company,cac_usd,38000.0,USD,rate,Customer acquisition cost
2025-11,2026,Q4,Q4 FY2026,Company,support_tickets,621.6,count,flow,Opened support tickets
2025-11,2026,Q4,Q4 FY2026,Company,headcount,870.0,count,stock,Ending employee headcount
2025-12,2026,Q4,Q4 FY2026,Company,revenue_usd,40800000.0,USD,flow,Recognized product and subscription revenue
2025-12,2026,Q4,Q4 FY2026,Company,arr_usd,512000000.0,USD,stock,Ending annual recurring revenue
2025-12,2026,Q4,Q4 FY2026,Enterprise,revenue_usd,21624000.0,USD,flow,Recognized product and subscription revenue
2025-12,2026,Q4,Q4 FY2026,Enterprise,arr_usd,271360000.0,USD,stock,Ending annual recurring revenue
2025-12,2026,Q4,Q4 FY2026,Mid-Market,revenue_usd,9384000.0,USD,flow,Recognized product and subscription revenue
2025-12,2026,Q4,Q4 FY2026,Mid-Market,arr_usd,117760000.0,USD,stock,Ending annual recurring revenue
2025-12,2026,Q4,Q4 FY2026,Cloud,revenue_usd,9792000.0,USD,flow,Recognized product and subscription revenue
2025-12,2026,Q4,Q4 FY2026,Cloud,arr_usd,122880000.0,USD,stock,Ending annual recurring revenue
2025-12,2026,Q4,Q4 FY2026,Company,new_logo_acv_usd,14400000.0,USD,flow,Annual contract value from new customers
2025-12,2026,Q4,Q4 FY2026,Company,expansion_acv_usd,6600000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2025-12,2026,Q4,Q4 FY2026,Company,churned_arr_usd,1650000.0,USD,flow,ARR lost to logo churn and downsell
2025-12,2026,Q4,Q4 FY2026,Company,nrr_pct,119.0,percent,rate,Net revenue retention
2025-12,2026,Q4,Q4 FY2026,Company,gross_margin_pct,72.2,percent,rate,Gross margin
2025-12,2026,Q4,Q4 FY2026,Company,opex_usd,19200000.0,USD,flow,Operating expenses
2025-12,2026,Q4,Q4 FY2026,Company,ending_customers,587.0,count,stock,Ending customer count
2025-12,2026,Q4,Q4 FY2026,Company,pipeline_usd,390000000.0,USD,stock,Qualified pipeline at period end
2025-12,2026,Q4,Q4 FY2026,Company,win_rate_pct,32.5,percent,rate,Competitive win rate
2025-12,2026,Q4,Q4 FY2026,Company,cac_usd,38000.0,USD,rate,Customer acquisition cost
2025-12,2026,Q4,Q4 FY2026,Company,support_tickets,666.0,count,flow,Opened support tickets
2025-12,2026,Q4,Q4 FY2026,Company,headcount,870.0,count,stock,Ending employee headcount
2026-01,2026,Q4,Q4 FY2026,Company,revenue_usd,57120000.0,USD,flow,Recognized product and subscription revenue
2026-01,2026,Q4,Q4 FY2026,Company,arr_usd,512000000.0,USD,stock,Ending annual recurring revenue
2026-01,2026,Q4,Q4 FY2026,Enterprise,revenue_usd,30273600.0,USD,flow,Recognized product and subscription revenue
2026-01,2026,Q4,Q4 FY2026,Enterprise,arr_usd,271360000.0,USD,stock,Ending annual recurring revenue
2026-01,2026,Q4,Q4 FY2026,Mid-Market,revenue_usd,13137600.0,USD,flow,Recognized product and subscription revenue
2026-01,2026,Q4,Q4 FY2026,Mid-Market,arr_usd,117760000.0,USD,stock,Ending annual recurring revenue
2026-01,2026,Q4,Q4 FY2026,Cloud,revenue_usd,13708800.0,USD,flow,Recognized product and subscription revenue
2026-01,2026,Q4,Q4 FY2026,Cloud,arr_usd,122880000.0,USD,stock,Ending annual recurring revenue
2026-01,2026,Q4,Q4 FY2026,Company,new_logo_acv_usd,20160000.0,USD,flow,Annual contract value from new customers
2026-01,2026,Q4,Q4 FY2026,Company,expansion_acv_usd,9240000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2026-01,2026,Q4,Q4 FY2026,Company,churned_arr_usd,2310000.0,USD,flow,ARR lost to logo churn and downsell
2026-01,2026,Q4,Q4 FY2026,Company,nrr_pct,119.0,percent,rate,Net revenue retention
2026-01,2026,Q4,Q4 FY2026,Company,gross_margin_pct,72.2,percent,rate,Gross margin
2026-01,2026,Q4,Q4 FY2026,Company,opex_usd,26880000.0,USD,flow,Operating expenses
2026-01,2026,Q4,Q4 FY2026,Company,ending_customers,587.0,count,stock,Ending customer count
2026-01,2026,Q4,Q4 FY2026,Company,pipeline_usd,390000000.0,USD,stock,Qualified pipeline at period end
2026-01,2026,Q4,Q4 FY2026,Company,win_rate_pct,32.5,percent,rate,Competitive win rate
2026-01,2026,Q4,Q4 FY2026,Company,cac_usd,38000.0,USD,rate,Customer acquisition cost
2026-01,2026,Q4,Q4 FY2026,Company,support_tickets,932.4,count,flow,Opened support tickets
2026-01,2026,Q4,Q4 FY2026,Company,headcount,870.0,count,stock,Ending employee headcount
